Москва,55° 45' 18'' N,37° 37' 1.2'' E,https://www.wikidata.org/wiki/Q649,
Петербург,59° 57' 0'' N,30° 18' 57.6'' E,https://www.wikidata.org/wiki/Q656,
Тула,54° 12' 0'' N,37° 36' 57.6'' E,https://www.wikidata.org/wiki/Q2770,
Одесса,46° 29' 6'' N,30° 44' 34.8'' E,https://www.wikidata.org/wiki/Q1874,
Омск,54° 57' 57.6'' N,73° 22' 58.8'' E,https://www.wikidata.org/wiki/Q898,
Ораниенбаум,59° 55' 1.2'' N,29° 46' 19.2'' E,https://www.wikidata.org/wiki/Q4335661,
Орел,52° 57' 57.6'' N,36° 4' 58.8'' E,https://www.wikidata.org/wiki/Q3118,
Оренбург,51° 45' 57.6'' N,55° 6' 0'' E,https://www.wikidata.org/wiki/Q5337,
Батум,41° 38' 42'' N,41° 38' 27.6'' E,https://www.wikidata.org/wiki/Q25475,
Палермо ,38° 6' 54'' N,13° 21' 39.6'' E,https://www.wikidata.org/wiki/Q2656,
Париж,48° 51' 21.6'' N,2° 21' 3.6'' E,https://www.wikidata.org/wiki/Q90,
Пекин,39° 54' 18'' N,116° 23' 27.6'' E,https://www.wikidata.org/wiki/Q956,
Пенза,53° 12' 0'' N,45° 0' 0'' E,https://www.wikidata.org/wiki/Q5540,
Пермь,58° 0' 46.8'' N,56° 14' 52.8'' E,https://www.wikidata.org/wiki/Q915,
Петергоф,59° 52' 58.8'' N,29° 53' 60'' E,https://www.wikidata.org/wiki/Q178310,
Бахчисарай,44° 45' 7.2'' N,33° 51' 36'' E,https://www.wikidata.org/wiki/Q158604,
Петрозаводск,64° 49' 48'' N,17° 59' 13.2'' W,https://www.wikidata.org/wiki/Q189,
Пиза ,43° 42' 57.6'' N,10° 24' 0'' E,https://www.wikidata.org/wiki/Q13375,
Полоцк,55° 28' 58.8'' N,28° 48' 0'' E,https://www.wikidata.org/wiki/Q200797,
Помпея,40° 45' 0'' N,14° 29' 20.4'' E,https://www.wikidata.org/wiki/Q43332,
Полтава,49° 34' 26.4'' N,34° 34' 4.8'' E,https://www.wikidata.org/wiki/Q156747,
Пятигорск,44° 1' 58.8'' N,43° 2' 60'' E,https://www.wikidata.org/wiki/Q41970,
Псков,57° 48' 57.6'' N,28° 19' 58.8'' E,https://www.wikidata.org/wiki/Q2214,
Прага,50° 5' 16.8'' N,14° 25' 15.6'' E,https://www.wikidata.org/wiki/Q1085,
Симферополь,44° 56' 52.8'' N,34° 6' 0'' E,https://www.wikidata.org/wiki/Q19566,
Рязань,54° 36' 57.6'' N,39° 42' 57.6'' E,https://www.wikidata.org/wiki/Q2746,
Ростов,57° 10' 58.8'' N,39° 24' 57.6'' E,https://www.wikidata.org/wiki/Q193342,
Ростов-на-Дону,47° 13' 58.8'' N,39° 42' 57.6'' E,https://www.wikidata.org/wiki/Q908,
Рим,41° 53' 34.8'' N,12° 28' 55.2'' E,https://www.wikidata.org/wiki/Q220,
Самара,53° 10' 58.8'' N,50° 6' 57.6'' E,https://www.wikidata.org/wiki/Q894,
Самарканд,39° 39' 14.4'' N,66° 57' 32.4'' E,https://www.wikidata.org/wiki/Q5753,
Саратов,51° 31' 58.8'' N,46° 0' 0'' E,https://www.wikidata.org/wiki/Q5332,
Смоленск,54° 46' 55.2'' N,32° 2' 42'' E,https://www.wikidata.org/wiki/Q2337,
Берлин,52° 30' 57.6'' N,13° 22' 58.8'' E,https://www.wikidata.org/wiki/Q64,
Берн,46° 57' 0'' N,7° 26' 16.8'' E,https://www.wikidata.org/wiki/Q70,
Турин ,45° 3' 57.6'' N,7° 42' 0'' E,https://www.wikidata.org/wiki/Q495,
Плевна,43° 24' 25.2'' N,24° 37' 12'' E,https://www.wikidata.org/wiki/Q165420,
Познань ,52° 23' 60'' N,16° 54' 57.6'' E,https://www.wikidata.org/wiki/Q268,
Милан ,45° 27' 50.4'' N,9° 11' 24'' E,https://www.wikidata.org/wiki/Q490,
Канны ,43° 33' 7.2'' N,7° 1' 15.6'' E,https://www.wikidata.org/wiki/Q39984,
Болонья ,44° 29' 34.8'' N,11° 20' 31.2'' E,https://www.wikidata.org/wiki/Q1891,
Монтре ,46° 25' 58.8'' N,6° 54' 57.6'' E,https://www.wikidata.org/wiki/Q69354,
Балаклава,44° 30' 18'' N,33° 35' 49.2'' E,https://www.wikidata.org/wiki/Q748363,
Нижний-Новгород,56° 19' 33.6'' N,44° 0' 25.2'' E,https://www.wikidata.org/wiki/Q891,
Новгород,58° 31' 30'' N,31° 16' 30'' E,https://www.wikidata.org/wiki/Q2235,
Кострома,57° 45' 57.6'' N,40° 55' 58.8'' E,https://www.wikidata.org/wiki/Q2592,
Курск,51° 42' 57.6'' N,36° 10' 58.8'' E,https://www.wikidata.org/wiki/Q3159,
Кронштадт,60° 0' 0'' N,29° 45' 57.6'' E,https://www.wikidata.org/wiki/Q155863,
Кутаис,42° 15' 0'' N,42° 42' 0'' E,https://www.wikidata.org/wiki/Q172415,
Афины,37° 58' 44.4'' N,23° 42' 57.6'' E,https://www.wikidata.org/wiki/Q1524,
Лиссабон,38° 42' 57.6'' N,9° 10' 1.2'' W,https://www.wikidata.org/wiki/Q597,
Лозанна,46° 31' 58.8'' N,6° 37' 58.8'' E,https://www.wikidata.org/wiki/Q807,
Лондон,51° 30' 54'' N,0° 5' 34.8'' W,https://www.wikidata.org/wiki/Q23311,
Лос-Анжелос,34° 2' 60'' N,118° 15' 0'' W,https://www.wikidata.org/wiki/Q65,
Ашхабад,37° 57' 0'' N,58° 22' 58.8'' E,https://www.wikidata.org/wiki/Q23438,
Люблин,51° 13' 58.8'' N,22° 33' 57.6'' E,https://www.wikidata.org/wiki/Q37333,
Авиньон,43° 56' 52.8'' N,4° 48' 28.8'' E,https://www.wikidata.org/wiki/Q6397,
Багдад,33° 21' 0'' N,44° 24' 57.6'' E,https://www.wikidata.org/wiki/Q1530,
Баден-Баден,48° 45' 39.6'' N,8° 14' 24'' E,https://www.wikidata.org/wiki/Q4100,
Ачинск,56° 15' 57.6'' N,90° 30' 0'' E,https://www.wikidata.org/wiki/Q104232,
Магдебург,52° 7' 58.8'' N,11° 36' 57.6'' E,https://www.wikidata.org/wiki/Q1733,
Мариенбург,54° 1' 58.8'' N,19° 3' 0'' E,https://www.wikidata.org/wiki/Q146820,
Марсель,43° 17' 45.6'' N,5° 22' 33.6'' E,https://www.wikidata.org/wiki/Q23482,
Баку,40° 21' 57.6'' N,49° 50' 6'' E,https://www.wikidata.org/wiki/Q9248,
Мельбурн,37° 49' 15.6'' S,144° 57' 39.6'' E,https://www.wikidata.org/wiki/Q3141,
Милет,37° 31' 51.6'' N,27° 16' 30'' E,https://www.wikidata.org/wiki/Q169460,
Монте-Карло,43° 44' 16.8'' N,7° 25' 30'' E,https://www.wikidata.org/wiki/Q45240,
Моздок,43° 45' 0'' N,44° 38' 60'' E,https://www.wikidata.org/wiki/Q46639,
Монреаль,45° 30' 28.8'' N,73° 33' 18'' W,https://www.wikidata.org/wiki/Q340,
Медина,24° 27' 57.6'' N,39° 36' 0'' E,https://www.wikidata.org/wiki/Q35484,
Мекка,21° 25' 19.2'' N,39° 49' 33.6'' E,https://www.wikidata.org/wiki/Q5806,
,,,,
Мюнхен,48° 7' 58.8'' N,11° 33' 57.6'' E,https://www.wikidata.org/wiki/Q1726,
Нальчик,43° 28' 58.8'' N,43° 36' 57.6'' E,https://www.wikidata.org/wiki/Q5265,
Нарва,59° 22' 44.4'' N,28° 11' 60'' E,https://www.wikidata.org/wiki/Q102158,
Минск,53° 54' 7.2'' N,27° 33' 39.6'' E,https://www.wikidata.org/wiki/Q2280,
Минусинск,53° 42' 0'' N,91° 40' 58.8'' E,https://www.wikidata.org/wiki/Q158990,
Новороссийск,44° 42' 57.6'' N,37° 45' 57.6'' E,https://www.wikidata.org/wiki/Q15760,
Новочеркасск,47° 26' 6'' N,40° 5' 52.8'' E,https://www.wikidata.org/wiki/Q175452,
Барселона,41° 22' 55.2'' N,2° 10' 33.6'' E,https://www.wikidata.org/wiki/Q1492,
Нью-Йорк,43° 0' 0'' N,75° 0' 0'' W,https://www.wikidata.org/wiki/Q1384,
Мадрид,40° 25' 4.8'' N,3° 41' 31.2'' W,https://www.wikidata.org/wiki/Q2807,
Майкоп,44° 36' 0'' N,40° 4' 58.8'' E,https://www.wikidata.org/wiki/Q3752,
Порт-Артур,29° 53' 6'' N,93° 56' 24'' W,https://www.wikidata.org/wiki/Q45400,
Ревель,59° 26' 13.2'' N,24° 44' 42'' E,https://www.wikidata.org/wiki/Q1770,
Белград,44° 48' 57.6'' N,20° 27' 57.6'' E,https://www.wikidata.org/wiki/Q3711,
Рига,56° 56' 49.2'' N,24° 6' 21.6'' E,https://www.wikidata.org/wiki/Q1773,
Рио-де-Жанейро,22° 54' 32.4'' S,43° 11' 49.2'' W,https://www.wikidata.org/wiki/Q8678,
Ставрополь,45° 2' 60'' N,41° 58' 58.8'' E,https://www.wikidata.org/wiki/Q5206,
Спарта,37° 4' 51.6'' N,22° 25' 22.8'' E,https://www.wikidata.org/wiki/Q5690,
Челябинск,55° 8' 60'' N,61° 23' 60'' E,https://www.wikidata.org/wiki/Q906,
Черкасск,47° 14' 31.2'' N,40° 2' 9.6'' E,https://www.wikidata.org/wiki/Q2373220,
Черкассы,49° 26' 38.4'' N,32° 3' 32.4'' E,https://www.wikidata.org/wiki/Q157055,
Чернигов,51° 30' 0'' N,31° 18' 0'' E,https://www.wikidata.org/wiki/Q157053,
Чита,52° 1' 58.8'' N,113° 30' 0'' E,https://www.wikidata.org/wiki/Q53139,
Шанхай,31° 9' 57.6'' N,121° 27' 57.6'' E,https://www.wikidata.org/wiki/Q8686,
Екатеринбург,56° 49' 58.8'' N,60° 34' 58.8'' E,https://www.wikidata.org/wiki/Q887,
Екатерингоф,59° 54' 10.8'' N,30° 15' 36'' E,https://www.wikidata.org/wiki/Q691377,
Екатеринослав,48° 27' 0'' N,34° 58' 58.8'' E,https://www.wikidata.org/wiki/Q48256,
Елисаветград,48° 30' 36'' N,32° 15' 57.6'' E,https://www.wikidata.org/wiki/Q158292,
Елисаветполь,40° 40' 55.2'' N,46° 21' 36'' E,https://www.wikidata.org/wiki/Q131290,
Женева,46° 12' 0'' N,6° 9' 0'' E,https://www.wikidata.org/wiki/Q71,
Иена,50° 55' 37.2'' N,11° 35' 9.6'' E,https://www.wikidata.org/wiki/Q3150,
Иерусалим,31° 46' 58.8'' N,35° 13' 58.8'' E,https://www.wikidata.org/wiki/Q1218,?
Иркутск,52° 16' 58.8'' N,104° 17' 60'' E,https://www.wikidata.org/wiki/Q6576,
Кенигсберг,54° 42' 57.6'' N,20° 30' 0'' E,https://www.wikidata.org/wiki/Q1829,
Киев,50° 27' 0'' N,30° 31' 22.8'' E,https://www.wikidata.org/wiki/Q1899,
Киото ,35° 0' 39.6'' N,135° 46' 4.8'' E,https://www.wikidata.org/wiki/Q34600,
Карлсбад,33° 7' 15.6'' N,117° 17' 49.2'' W,https://www.wikidata.org/wiki/Q491099,
Железноводск,44° 7' 58.8'' N,43° 1' 58.8'' E,https://www.wikidata.org/wiki/Q135829,
Евпатория,45° 11' 34.8'' N,33° 22' 4.8'' E,https://www.wikidata.org/wiki/Q33345,
Воронеж,51° 40' 15.6'' N,39° 12' 36'' E,https://www.wikidata.org/wiki/Q3426,
Выборг,60° 42' 32.4'' N,28° 44' 38.4'' E,https://www.wikidata.org/wiki/Q14657,
Вятка,58° 36' 0'' N,49° 38' 60'' E,https://www.wikidata.org/wiki/Q5384,
Гаага,52° 5' 2.4'' N,4° 19' 1.2'' E,https://www.wikidata.org/wiki/Q36600,
Гавр,49° 29' 38.4'' N,0° 6' 28.8'' E,https://www.wikidata.org/wiki/Q42810,
Вологда,59° 12' 57.6'' N,39° 53' 60'' E,https://www.wikidata.org/wiki/Q1957,
Гродно,53° 39' 57.6'' N,23° 48' 57.6'' E,https://www.wikidata.org/wiki/Q181376,
Анапа,44° 53' 38.4'' N,37° 18' 57.6'' E,https://www.wikidata.org/wiki/Q15758,
Амстердам,52° 22' 58.8'' N,4° 54' 0'' E,https://www.wikidata.org/wiki/Q727,
Гамбург,53° 32' 60'' N,10° 0' 0'' E,https://www.wikidata.org/wiki/Q1055,
Генуя,44° 24' 25.2'' N,8° 55' 58.8'' E,https://www.wikidata.org/wiki/Q1449,
Гомель,52° 26' 27.6'' N,30° 58' 58.8'' E,https://www.wikidata.org/wiki/Q2678,
Бендеры,46° 49' 58.8'' N,29° 28' 58.8'' E,https://www.wikidata.org/wiki/Q192176,
Севастополь,44° 36' 0'' N,33° 31' 58.8'' E,https://www.wikidata.org/wiki/Q7525,
Адлер,43° 25' 58.8'' N,39° 54' 57.6'' E,https://www.wikidata.org/wiki/Q176878,
Симбирск,54° 18' 57.6'' N,48° 21' 57.6'' E,https://www.wikidata.org/wiki/Q5627,
Симеиз ,44° 24' 18'' N,33° 59' 24'' E,https://www.wikidata.org/wiki/Q514390,
Лион ,45° 45' 28.8'' N,4° 50' 27.6'' E,https://www.wikidata.org/wiki/Q456,
Базель,47° 32' 60'' N,7° 35' 27.6'' E,https://www.wikidata.org/wiki/Q78,
Бордо ,44° 50' 13.2'' N,0° 34' 48'' W,https://www.wikidata.org/wiki/Q1479,
Лилль ,50° 37' 51.6'' N,3° 3' 25.2'' E,https://www.wikidata.org/wiki/Q648,
София ,42° 42' 0'' N,23° 19' 58.8'' E,https://www.wikidata.org/wiki/Q472,
Старая Русса,57° 58' 58.8'' N,31° 21' 0'' E,https://www.wikidata.org/wiki/Q196479,
Страсбург,48° 34' 22.8'' N,7° 45' 7.2'' E,https://www.wikidata.org/wiki/Q6602,
Стокгольм,59° 19' 44.4'' N,18° 4' 4.8'' E,https://www.wikidata.org/wiki/Q1754,
Сурат,21° 10' 12'' N,72° 49' 48'' E,https://www.wikidata.org/wiki/Q4629,
Сызрань,53° 9' 57.6'' N,48° 27' 57.6'' E,https://www.wikidata.org/wiki/Q2219,
Таганрог,47° 13' 58.8'' N,38° 53' 60'' E,https://www.wikidata.org/wiki/Q170513,
Тамбов,52° 42' 57.6'' N,41° 25' 58.8'' E,https://www.wikidata.org/wiki/Q3544,
Адрианополь,41° 40' 40.8'' N,26° 33' 32.4'' E,https://www.wikidata.org/wiki/Q43387,
Ташкент,41° 17' 60'' N,69° 15' 57.6'' E,https://www.wikidata.org/wiki/Q269,
Тверь,56° 51' 25.2'' N,35° 55' 15.6'' E,https://www.wikidata.org/wiki/Q2288,
Тильзит ,55° 4' 58.8'' N,21° 52' 58.8'' E,https://www.wikidata.org/wiki/Q5647,
,,,,
Тифлис,41° 42' 57.6'' N,44° 46' 58.8'' E,https://www.wikidata.org/wiki/Q994,
Торонто ,43° 42' 0'' N,79° 24' 0'' W,https://www.wikidata.org/wiki/Q172,
Тобольск,58° 11' 42'' N,68° 15' 28.8'' E,https://www.wikidata.org/wiki/Q168782,
Томск,56° 29' 16.8'' N,84° 57' 7.2'' E,https://www.wikidata.org/wiki/Q976,
Тулон,43° 7' 30'' N,5° 55' 48'' E,https://www.wikidata.org/wiki/Q44160,
Бийск,52° 30' 57.6'' N,85° 9' 57.6'' E,https://www.wikidata.org/wiki/Q102667,
Бийск,51° 13' 58.8'' N,51° 21' 57.6'' E,https://www.wikidata.org/wiki/Q487439,
Уфа,54° 43' 58.8'' N,55° 57' 57.6'' E,https://www.wikidata.org/wiki/Q911,
Флоренция,43° 46' 15.6'' N,11° 15' 14.4'' E,https://www.wikidata.org/wiki/Q2044,
Благовещенск,50° 15' 25.2'' N,127° 32' 9.6'' E,https://www.wikidata.org/wiki/Q6934,
Харбин,45° 45' 0'' N,126° 37' 58.8'' E,https://www.wikidata.org/wiki/Q42956,
Харьков,50° 0' 0'' N,36° 13' 44.4'' E,https://www.wikidata.org/wiki/Q42308,
Хабаровск,48° 28' 58.8'' N,135° 3' 57.6'' E,https://www.wikidata.org/wiki/Q4454,
Эфес,37° 56' 20.4'' N,27° 20' 52.8'' E,https://www.wikidata.org/wiki/Q47611,
Ялта,44° 29' 20.4'' N,34° 9' 36'' E,https://www.wikidata.org/wiki/Q4242938,
Якутск,62° 1' 37.2'' N,129° 43' 51.6'' E,https://www.wikidata.org/wiki/Q6610,
Ярославль,57° 36' 57.6'' N,39° 51' 0'' E,https://www.wikidata.org/wiki/Q2423,
Бостон,42° 21' 25.2'' N,71° 3' 43.2'' W,https://www.wikidata.org/wiki/Q100,
Браилов,45° 16' 8.4'' N,27° 57' 25.2'' E,https://www.wikidata.org/wiki/Q188478,
Бремен,53° 4' 33.6'' N,8° 48' 28.8'' E,https://www.wikidata.org/wiki/Q24879,
Брянск,53° 15' 0'' N,34° 21' 57.6'' E,https://www.wikidata.org/wiki/Q2801,
Будапешт,47° 29' 52.8'' N,19° 2' 24'' E,https://www.wikidata.org/wiki/Q1781,
Бухара,39° 46' 26.4'' N,64° 25' 40.8'' E,https://www.wikidata.org/wiki/Q5764,
Бухарест,44° 23' 60'' N,26° 4' 58.8'' E,https://www.wikidata.org/wiki/Q19660,
Буэнос-Айрес,34° 36' 0'' S,58° 22' 55.2'' W,https://www.wikidata.org/wiki/Q1486,
Вашингтон,38° 53' 42'' N,77° 2' 13.2'' W,https://www.wikidata.org/wiki/Q61,
Варшава,52° 12' 57.6'' N,21° 1' 58.8'' E,https://www.wikidata.org/wiki/Q270,
Вена,48° 12' 28.8'' N,16° 22' 22.8'' E,https://www.wikidata.org/wiki/Q1741,
Венеция,45° 26' 20.4'' N,12° 19' 51.6'' E,https://www.wikidata.org/wiki/Q641,
Верный,43° 15' 0'' N,76° 54' 0'' E,https://www.wikidata.org/wiki/Q35493,
Витебск,55° 10' 58.8'' N,30° 9' 57.6'' E,https://www.wikidata.org/wiki/Q102217,
Верхоленск ,54° 6' 0'' N,105° 33' 57.6'' E,https://www.wikidata.org/wiki/Q4109164,
Владивосток,43° 6' 57.6'' N,131° 54' 0'' E,https://www.wikidata.org/wiki/Q959,
Владикавказ,43° 0' 57.6'' N,44° 38' 60'' E,https://www.wikidata.org/wiki/Q5239,
Владимир,56° 7' 58.8'' N,40° 24' 57.6'' E,https://www.wikidata.org/wiki/Q2684,
Гайдельберг ,49° 24' 43.2'' N,8° 42' 36'' E,https://www.wikidata.org/wiki/Q2966,
Гейдельберг ,49° 24' 43.2'' N,8° 42' 36'' E,https://www.wikidata.org/wiki/Q2966,
Гренада ,37° 10' 40.8'' N,3° 36' 3.6'' W,https://www.wikidata.org/wiki/Q8810,
Дамаск,33° 30' 46.8'' N,36° 17' 27.6'' E,https://www.wikidata.org/wiki/Q3766,
Дан ,33° 14' 56.4'' N,35° 39' 7.2'' E,https://www.wikidata.org/wiki/Q1346856,
Данциг,54° 21' 57.6'' N,18° 37' 58.8'' E,https://www.wikidata.org/wiki/Q1792,
Дарна,55° 55' 44.4'' N,36° 56' 24'' E,https://www.wikidata.org/wiki/Q4155090,
Дерпт ,58° 22' 48'' N,26° 43' 19.2'' E,https://www.wikidata.org/wiki/Q13972,
Дрезден,51° 1' 58.8'' N,13° 43' 58.8'' E,https://www.wikidata.org/wiki/Q1731,
Иваново-Вознесенск,57° 0' 0'' N,40° 58' 58.8'' E,https://www.wikidata.org/wiki/Q2630,
Казань,55° 47' 24'' N,49° 6' 50.4'' E,https://www.wikidata.org/wiki/Q900,
Калуга,54° 31' 58.8'' N,36° 15' 57.6'' E,https://www.wikidata.org/wiki/Q2837,
Арзамас,55° 22' 58.8'' N,43° 47' 60'' E,https://www.wikidata.org/wiki/Q103789,
Кисловодск,43° 54' 36'' N,42° 43' 12'' E,https://www.wikidata.org/wiki/Q153676,
Кишинев,47° 0' 18'' N,28° 51' 25.2'' E,https://www.wikidata.org/wiki/Q21197,
Копенгаген,55° 40' 33.6'' N,12° 34' 4.8'' E,https://www.wikidata.org/wiki/Q1748,
Архангельск,64° 32' 60'' N,40° 31' 58.8'' E,https://www.wikidata.org/wiki/Q1851,
Астрахань,46° 19' 58.8'' N,48° 0' 57.6'' E,https://www.wikidata.org/wiki/Q3927,
Ливадия,38° 25' 58.8'' N,22° 51' 57.6'' E,https://www.wikidata.org/wiki/Q210698,
Новый Афон,43° 5' 27.6'' N,40° 47' 60'' E,https://www.wikidata.org/wiki/Q42194,
Порт-Луи,20° 10' 1.2'' S,57° 30' 0'' E,https://www.wikidata.org/wiki/Q3929,
Силистрия,44° 7' 4.8'' N,27° 15' 36'' E,https://www.wikidata.org/wiki/Q182428,
Сухум-Кале,43° 0' 10.8'' N,41° 0' 54'' E,https://www.wikidata.org/wiki/Q40811,
Азов,47° 6' 0'' N,39° 24' 57.6'' E,https://www.wikidata.org/wiki/Q102762,
Фивы,25° 43' 12'' N,32° 36' 36'' E,https://www.wikidata.org/wiki/Q101583,
Франкфурт на Майне,50° 6' 46.8'' N,8° 40' 44.4'' E,https://www.wikidata.org/wiki/Q1794,
Трапезунт,41° 0' 0'' N,39° 43' 58.8'' E,https://www.wikidata.org/wiki/Q45301,
Херсон,46° 37' 58.8'' N,32° 36' 0'' E,https://www.wikidata.org/wiki/Q156732,
Веймар,50° 58' 58.8'' N,11° 18' 57.6'' E,https://www.wikidata.org/wiki/Q3955,
Дербент,42° 4' 8.4'' N,48° 17' 42'' E,https://www.wikidata.org/wiki/Q131416,
Инкерман ,44° 36' 50.4'' N,33° 36' 28.8'' E,https://www.wikidata.org/wiki/Q752183,
Нуха,41° 11' 27.6'' N,47° 10' 12'' E,https://www.wikidata.org/wiki/Q234783,
Лейден,52° 9' 16'' N,4° 29 ' 41'' E,https://www.wikidata.org/wiki/Q43631,

